Casal2
Call: casal2 -e -c config_betadiff.csl2 
Date: Tue May 17 20:44:54 2022
Seed: 77094
Version: v22.05 (2022-05-16)
Copyright (c) 2017-2022, NIWA (www.niwa.co.nz)
Environment: User=marshc Machine=NIWA-1008960 OS=Windows_NT PID=9284


*objective_function[obj]
values {vector}
1994 stock 7 0 0.045 0.0609988 -0.0159988 34 0 133.4 30.9362
1994 stock 8 0 0.0532 0.0605665 -0.00736653 34 0 133.4 29.4553
1994 stock 9 0 0.0265 0.0559203 -0.0294203 34 0 133.4 30.909
1994 stock 10 0 0.0352 0.0561088 -0.0209088 34 0 133.4 29.2081
1994 stock 11 0 0.0376 0.0651965 -0.0275965 34 0 133.4 35.2145
1994 stock 12 0 0.0507 0.0643358 -0.0136358 34 0 133.4 32.3304
1994 stock 13 0 0.0209 0.055007 -0.034107 34 0 133.4 31.7359
1994 stock 14 0 0.0497 0.044968 0.00473197 34 0 133.4 19.7903
1994 stock 15 0 0.0251 0.0353944 -0.0102944 34 0 133.4 16.4812
1994 stock 16 0 0.0312 0.0267559 0.00444405 34 0 133.4 10.1866
1994 stock 17 0 0.0476 0.0194355 0.0281645 34 0 133.4 5.20155
1994 stock 18 0 0.0335 0.013493 0.020007 34 0 133.4 2.64575
1994 stock 19 0 0.0663 0.0220098 0.0442902 34 0 133.4 5.88875
1995 stock 3 0 0.173 0.132036 0.0409643 22 0 86.3175 34.2866
1995 stock 4 0 0.1344 0.170313 -0.0359133 22 0 86.3175 51.8918
1995 stock 5 0 0.0868 0.106999 -0.0201993 22 0 86.3175 31.2427
1995 stock 6 0 0.0491 0.0676289 -0.0185289 22 0 86.3175 19.0927
1995 stock 7 0 0.0759 0.0681921 0.00770788 22 0 86.3175 17.1927
1995 stock 8 0 0.0608 0.0553892 0.00541077 22 0 86.3175 13.4413
1995 stock 9 0 0.0229 0.0512948 -0.0283948 22 0 86.3175 15.2988
1995 stock 10 0 0.0623 0.0465503 0.0157497 22 0 86.3175 10.1922
1995 stock 11 0 0.0375 0.0454874 -0.00798744 22 0 86.3175 11.3085
1995 stock 12 0 0.0543 0.0502773 0.00402269 22 0 86.3175 11.9641
1995 stock 13 0 0.0517 0.0488537 0.00284627 22 0 86.3175 11.6003
1995 stock 14 0 0.093 0.0413071 0.0516929 22 0 86.3175 7.36749
1995 stock 15 0 0.0294 0.0331547 -0.00375473 22 0 86.3175 7.13574
1995 stock 16 0 0.0168 0.0256501 -0.00885006 22 0 86.3175 5.06572
1995 stock 17 0 0.0222 0.019082 0.00311802 22 0 86.3175 2.35826
1995 stock 18 0 0.0201 0.0136444 0.00645557 22 0 86.3175 0.615863
1995 stock 19 0 0.01 0.0241396 -0.0141396 22 0 86.3175 5.02806
1996 stock 3 0 0.1225 0.108484 0.0140161 20 0 78.4705 25.3501
1996 stock 4 0 0.1991 0.138437 0.0606629 20 0 78.4705 30.7024
1996 stock 5 0 0.2293 0.165757 0.063543 20 0 78.4705 37.688
1996 stock 6 0 0.1278 0.105733 0.0220674 20 0 78.4705 24.1412
1996 stock 7 0 0.0678 0.0659086 0.00189141 20 0 78.4705 14.6675
1996 stock 8 0 0.058 0.0601755 -0.00217552 20 0 78.4705 13.3658
1996 stock 9 0 0.0198 0.048698 -0.028898 20 0 78.4705 12.6375
1996 stock 10 0 0.0431 0.0427054 0.000394577 20 0 78.4705 8.43291
1996 stock 11 0 0.0038 0.038205 -0.034405 20 0 78.4705 11.8254
1996 stock 12 0 0.0206 0.0364935 -0.0158935 20 0 78.4705 7.80668
1996 stock 13 0 0.0328 0.0386275 -0.00582749 20 0 78.4705 7.66305
1996 stock 14 0 0.0242 0.0369413 -0.0127413 20 0 78.4705 7.668
1996 stock 15 0 0.0136 0.030973 -0.017373 20 0 78.4705 6.38468
1996 stock 16 0 0.0151 0.0244671 -0.0093671 20 0 78.4705 3.82564
1996 stock 17 0 0.0145 0.0186273 -0.00412728 20 0 78.4705 1.83314
1996 stock 18 0 0.0079 0.013648 -0.00574801 20 0 78.4705 0.306583
1996 stock 19 0 0.0001 0.0261194 -0.0260194 20 0 78.4705 9.68891
1997 stock 3 0 0.2073 0.107945 0.0993549 21 0 82.394 22.8004
1997 stock 4 0 0.1483 0.112496 0.0358045 21 0 82.394 26.966
1997 stock 5 0 0.1522 0.138096 0.0141042 21 0 82.394 35.5384
1997 stock 6 0 0.1318 0.155138 -0.0233383 21 0 82.394 43.3165
1997 stock 7 0 0.0544 0.100551 -0.0461505 21 0 82.394 30.3133
1997 stock 8 0 0.076 0.0612108 0.0147892 21 0 82.394 13.6636
1997 stock 9 0 0.0225 0.0514086 -0.0289086 21 0 82.394 14.3729
1997 stock 10 0 0.0259 0.0413885 -0.0154885 21 0 82.394 9.90879
1997 stock 11 0 0.0091 0.0348658 -0.0257658 21 0 82.394 9.37982
1997 stock 12 0 0.0179 0.0307015 -0.0128015 21 0 82.394 6.45931
1997 stock 13 0 0.0392 0.028678 0.010522 21 0 82.394 4.60752
1997 stock 14 0 0.035 0.0291662 0.0058338 21 0 82.394 4.92273
1997 stock 15 0 0.0154 0.0273955 -0.0119955 21 0 82.394 5.3759
1997 stock 16 0 0.0019 0.0227695 -0.0208695 21 0 82.394 5.44206
1997 stock 17 0 0.0318 0.0177094 0.0140906 21 0 82.394 1.46179
1997 stock 18 0 0.0062 0.0132567 -0.00705667 21 0 82.394 0.422476
1997 stock 19 0 0.025 0.0272244 -0.00222444 21 0 82.394 4.70671
1998 stock 3 0 0.0596 0.0817761 -0.0221761 19 0 74.547 19.3241
1998 stock 4 0 0.1291 0.11253 0.0165695 19 0 74.547 24.4449
1998 stock 5 0 0.1527 0.115338 0.0373625 19 0 74.547 24.0327
1998 stock 6 0 0.1293 0.136379 -0.00707949 19 0 74.547 31.9301
1998 stock 7 0 0.1389 0.14469 -0.00579036 19 0 74.547 33.9219
1998 stock 8 0 0.088 0.0950506 -0.00705057 19 0 74.547 21.5312
1998 stock 9 0 0.0489 0.0565909 -0.00769087 19 0 74.547 11.787
1998 stock 10 0 0.0393 0.0444641 -0.00516412 19 0 74.547 8.4938
